LP length (km),Laser current (mA),LP power (dBm),OSNR (dB),BER (dB),Failure type,Timestamp,Measurement_ID,SNR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,Class,Position_m,Reflectance,Loss_dB,Temperature_C,Relative_Humidity_pct,Wind_Speed_kmh,Wind_Gusts_kmh,Precipitation_mm,Strain_Provisorio,Strain_Micro,Stress_Pa,Rate_DoubleEnd,Rate_FullCoverage
514,40.10104605152341,-2.012418538110577,24.74076676493677,-267.04836258030446,0.0,2022-06-01 05:33:59,69653,3.268097979426144,0.4343094879481128,0.889196758487873,0.0833002799130937,0.6276216142573396,0.4449942654989091,0.688365812485777,0.3654532067352743,0.4303521349741919,0.5647013625053826,0.406608771918569,1.0,0.3988918204012377,0.4667589520675716,0.5051444456479118,0.8733677239861406,0.7627622369045243,0.546497765261717,0.4230314471057846,0.3949348448212681,0.4594382641991644,0.2542540789681747,0.515829223198708,0.0,0.1875742286728073,0.3739611759746482,0.2613770124060713,0.3500196810945632,0.6567077434823121,0.3868223844429155,0.1052630983062182,1.0,0.07,0.0,0.088,29.4,75.0,18.1,29.9,2.3,90.5,90.0,1314024993,0.99903,0.99587
514,40.08978329368501,-2.010870542854863,24.741546737769426,-267.09413247870646,0.0,2022-06-01 05:33:59,69653,3.268097979426144,0.4343094879481128,0.889196758487873,0.0833002799130937,0.6276216142573396,0.4449942654989091,0.688365812485777,0.3654532067352743,0.4303521349741919,0.5647013625053826,0.406608771918569,1.0,0.3988918204012377,0.4667589520675716,0.5051444456479118,0.8733677239861406,0.7627622369045243,0.546497765261717,0.4230314471057846,0.3949348448212681,0.4594382641991644,0.2542540789681747,0.515829223198708,0.0,0.1875742286728073,0.3739611759746482,0.2613770124060713,0.3500196810945632,0.6567077434823121,0.3868223844429155,0.1052630983062182,1.0,0.07,0.0,0.088,29.4,75.0,18.1,29.9,2.3,90.5,90.0,1314024993,0.99903,0.99587
514,40.09096572034752,-2.00062799342575,24.74669024704036,-267.3961650339588,0.0,2022-06-01 05:33:59,69653,3.268097979426144,0.4343094879481128,0.889196758487873,0.0833002799130937,0.6276216142573396,0.4449942654989091,0.688365812485777,0.3654532067352743,0.4303521349741919,0.5647013625053826,0.406608771918569,1.0,0.3988918204012377,0.4667589520675716,0.5051444456479118,0.8733677239861406,0.7627622369045243,0.546497765261717,0.4230314471057846,0.3949348448212681,0.4594382641991644,0.2542540789681747,0.515829223198708,0.0,0.1875742286728073,0.3739611759746482,0.2613770124060713,0.3500196810945632,0.6567077434823121,0.3868223844429155,0.1052630983062182,1.0,0.07,0.0,0.088,29.4,75.0,18.1,29.9,2.3,90.5,90.0,1314024993,0.99903,0.99587
514,40.08128949040711,-1.987785190903118,24.75309689129695,-267.772866755944,0.0,2022-06-01 05:33:59,69653,3.268097979426144,0.4343094879481128,0.889196758487873,0.0833002799130937,0.6276216142573396,0.4449942654989091,0.688365812485777,0.3654532067352743,0.4303521349741919,0.5647013625053826,0.406608771918569,1.0,0.3988918204012377,0.4667589520675716,0.5051444456479118,0.8733677239861406,0.7627622369045243,0.546497765261717,0.4230314471057846,0.3949348448212681,0.4594382641991644,0.2542540789681747,0.515829223198708,0.0,0.1875742286728073,0.3739611759746482,0.2613770124060713,0.3500196810945632,0.6567077434823121,0.3868223844429155,0.1052630983062182,1.0,0.07,0.0,0.088,29.4,75.0,18.1,29.9,2.3,90.5,90.0,1314024993,0.99903,0.99587
514,40.08402632768815,-2.0071267474510543,24.743430250966195,-267.204693290552,0.0,2022-06-01 05:33:59,69653,3.268097979426144,0.4343094879481128,0.889196758487873,0.0833002799130937,0.6276216142573396,0.4449942654989091,0.688365812485777,0.3654532067352743,0.4303521349741919,0.5647013625053826,0.406608771918569,1.0,0.3988918204012377,0.4667589520675716,0.5051444456479118,0.8733677239861406,0.7627622369045243,0.546497765261717,0.4230314471057846,0.3949348448212681,0.4594382641991644,0.2542540789681747,0.515829223198708,0.0,0.1875742286728073,0.3739611759746482,0.2613770124060713,0.3500196810945632,0.6567077434823121,0.3868223844429155,0.1052630983062182,1.0,0.07,0.0,0.088,29.4,75.0,18.1,29.9,2.3,90.5,90.0,1314024993,0.99903,0.99587
514,40.10641791711877,-2.005144106913078,24.744426095836936,-267.26316785847314,0.0,2022-06-01 05:33:59,69653,3.268097979426144,0.4343094879481128,0.889196758487873,0.0833002799130937,0.6276216142573396,0.4449942654989091,0.688365812485777,0.3654532067352743,0.4303521349741919,0.5647013625053826,0.406608771918569,1.0,0.3988918204012377,0.4667589520675716,0.5051444456479118,0.8733677239861406,0.7627622369045243,0.546497765261717,0.4230314471057846,0.3949348448212681,0.4594382641991644,0.2542540789681747,0.515829223198708,0.0,0.1875742286728073,0.3739611759746482,0.2613770124060713,0.3500196810945632,0.6567077434823121,0.3868223844429155,0.1052630983062182,1.0,0.07,0.0,0.088,29.4,75.0,18.1,29.9,2.3,90.5,90.0,1314024993,0.99903,0.99587
514,40.10645647721243,-2.002387010465616,24.74580906122544,-267.3443956420841,0.0,2022-06-01 05:33:59,69653,3.268097979426144,0.4343094879481128,0.889196758487873,0.0833002799130937,0.6276216142573396,0.4449942654989091,0.688365812485777,0.3654532067352743,0.4303521349741919,0.5647013625053826,0.406608771918569,1.0,0.3988918204012377,0.4667589520675716,0.5051444456479118,0.8733677239861406,0.7627622369045243,0.546497765261717,0.4230314471057846,0.3949348448212681,0.4594382641991644,0.2542540789681747,0.515829223198708,0.0,0.1875742286728073,0.3739611759746482,0.2613770124060713,0.3500196810945632,0.6567077434823121,0.3868223844429155,0.1052630983062182,1.0,0.07,0.0,0.088,29.4,75.0,18.1,29.9,2.3,90.5,90.0,1314024993,0.99903,0.99587
514,40.08343799649546,-1.995412966867161,24.749297502117624,-267.54940148298067,0.0,2022-06-01 05:33:59,69653,3.268097979426144,0.4343094879481128,0.889196758487873,0.0833002799130937,0.6276216142573396,0.4449942654989091,0.688365812485777,0.3654532067352743,0.4303521349741919,0.5647013625053826,0.406608771918569,1.0,0.3988918204012377,0.4667589520675716,0.5051444456479118,0.8733677239861406,0.7627622369045243,0.546497765261717,0.4230314471057846,0.3949348448212681,0.4594382641991644,0.2542540789681747,0.515829223198708,0.0,0.1875742286728073,0.3739611759746482,0.2613770124060713,0.3500196810945632,0.6567077434823121,0.3868223844429155,0.1052630983062182,1.0,0.07,0.0,0.088,29.4,75.0,18.1,29.9,2.3,90.5,90.0,1314024993,0.99903,0.99587
514,40.10788978761562,-1.9928000309613447,24.750600894546885,-267.6260401018845,0.0,2022-06-01 05:33:59,69653,3.268097979426144,0.4343094879481128,0.889196758487873,0.0833002799130937,0.6276216142573396,0.4449942654989091,0.688365812485777,0.3654532067352743,0.4303521349741919,0.5647013625053826,0.406608771918569,1.0,0.3988918204012377,0.4667589520675716,0.5051444456479118,0.8733677239861406,0.7627622369045243,0.546497765261717,0.4230314471057846,0.3949348448212681,0.4594382641991644,0.2542540789681747,0.515829223198708,0.0,0.1875742286728073,0.3739611759746482,0.2613770124060713,0.3500196810945632,0.6567077434823121,0.3868223844429155,0.1052630983062182,1.0,0.07,0.0,0.088,29.4,75.0,18.1,29.9,2.3,90.5,90.0,1314024993,0.99903,0.99587
514,40.10915118705893,-2.0136264700918027,24.740157660405306,-267.0126251417629,0.0,2022-06-01 05:33:59,69653,3.268097979426144,0.4343094879481128,0.889196758487873,0.0833002799130937,0.6276216142573396,0.4449942654989091,0.688365812485777,0.3654532067352743,0.4303521349741919,0.5647013625053826,0.406608771918569,1.0,0.3988918204012377,0.4667589520675716,0.5051444456479118,0.8733677239861406,0.7627622369045243,0.546497765261717,0.4230314471057846,0.3949348448212681,0.4594382641991644,0.2542540789681747,0.515829223198708,0.0,0.1875742286728073,0.3739611759746482,0.2613770124060713,0.3500196810945632,0.6567077434823121,0.3868223844429155,0.1052630983062182,1.0,0.07,0.0,0.088,29.4,75.0,18.1,29.9,2.3,90.5,90.0,1314024993,0.99903,0.99587
